release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2011-06-14,709,724,0.0,2904,12952,1,Multi-player;MMO;Co-op;Steam Achievements,1000000-2000000,Summer,Positive
2012-01-31,0,638,0.0,10030,2514,1,Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases,1000000-2000000,Winter,Positive
2014-05-22,20,360,1.99,895,222,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,50000-100000,Spring,Positive
2010-09-28,0,0,4.79,22,0,1,Single-player;Partial Controller Support,0-20000,Fall,Negative
2011-05-11,12,0,6.99,29,0,1,Single-player;Partial Controller Support,0-20000,Spring,Very Negative
2010-11-10,0,23,4.99,72,23,1,Single-player,20000-50000,Fall,Negative
2008-11-18,0,1108,19.99,21078,2331,1,Single-player;Multi-player;Co-op,1000000-2000000,Fall,Very Positive
2009-07-23,0,19,14.99,157,10,1,Single-player,100000-200000,Summer,Positive
2009-07-23,0,10,9.99,185,10,1,Single-player,100000-200000,Summer,Positive
2009-07-23,0,0,6.99,30,0,1,Single-player,0-20000,Summer,Negative
2009-07-23,0,0,9.99,782,0,1,Single-player;Multi-player,100000-200000,Summer,Positive
2009-07-23,0,0,6.99,78,0,1,Single-player,0-20000,Summer,Negative
2009-06-12,0,1001,14.99,4606,645,1,Single-player,500000-1000000,Summer,Positive
2009-11-11,50,580,19.99,32832,999,1,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,5000000-10000000,Fall,Very Positive
2012-02-17,38,411,8.99,1742,411,1,Single-player;Steam Achievements,50000-100000,Winter,Very Negative
2011-10-28,0,0,5.59,88,0,1,Single-player,0-20000,Fall,Very Negative
2011-10-28,0,0,4.99,25,0,1,Single-player,0-20000,Fall,Negative
2011-10-28,0,0,4.99,24,0,1,Single-player;Multi-player,0-20000,Fall,Negative
2011-10-28,0,0,4.99,15,0,1,Single-player;Multi-player,0-20000,Fall,Very Negative
2014-02-14,0,889,9.99,870,889,1,Single-player;Multi-player,50000-100000,Winter,Positive
2008-02-20,0,0,9.99,97,0,1,Single-player;Multi-player;Partial Controller Support,20000-50000,Winter,Negative
2009-03-04,30,1385,19.99,16647,3176,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,2000000-5000000,Spring,Very Positive
2010-02-16,50,168,9.99,10634,170,1,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,1000000-2000000,Winter,Very Positive
2008-04-16,0,87,0.0,9496,902,1,Single-player;Multi-player;Includes level editor,2000000-5000000,Spring,Very Positive
2008-08-07,0,0,6.99,157,0,1,Single-player,100000-200000,Summer,Positive
2008-08-07,0,0,6.99,139,0,1,Single-player,20000-50000,Summer,Negative
2009-08-06,0,0,0.0,189,0,1,Single-player,100000-200000,Summer,Very Negative
2009-08-06,0,0,6.99,227,0,1,Single-player,100000-200000,Summer,Positive
2009-08-06,0,0,6.99,152,0,1,Single-player,50000-100000,Summer,Negative
2009-12-23,0,0,6.99,394,0,1,Single-player,100000-200000,Winter,Positive
2007-11-14,0,374,6.99,567,355,1,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,200000-500000,Fall,Negative
2008-05-19,0,49,1.79,493,46,1,Single-player;Multi-player,50000-100000,Spring,Positive
2008-10-23,40,15,3.99,609,15,1,Single-player;Multi-player;Co-op;Steam Achievements,200000-500000,Fall,Negative
2008-06-24,0,0,5.59,29,0,1,Single-player;Multi-player;Steam Trading Cards,50000-100000,Summer,Negative
2008-08-18,0,0,5.59,134,0,1,Single-player;Multi-player;Steam Trading Cards,50000-100000,Summer,Negative
2008-12-18,10,97,4.79,1031,91,1,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,100000-200000,Winter,Very Positive
2009-03-19,17,69,3.99,716,41,1,Single-player;Steam Achievements,100000-200000,Spring,Positive
2009-03-19,25,108,3.99,684,76,1,Single-player;Steam Achievements,100000-200000,Spring,Positive
2009-07-01,0,36,3.99,581,36,1,Single-player,100000-200000,Summer,Positive
2009-11-12,0,304,3.49,3715,304,1,Single-player;Partial Controller Support,1000000-2000000,Fall,Very Positive
2014-07-03,0,0,3.99,334,0,1,Single-player;Multi-player;Co-op,100000-200000,Summer,Positive
2009-02-13,0,0,3.49,113,0,1,Single-player,20000-50000,Winter,Negative
2009-02-13,0,176,3.49,476,119,1,Single-player,200000-500000,Winter,Very Negative
2008-01-04,0,63,5.99,5468,98,1,Single-player;Partial Controller Support,1000000-2000000,Winter,Very Positive
2011-01-10,0,93,5.99,10636,209,1,Single-player;Partial Controller Support,2000000-5000000,Winter,Very Positive
2008-01-04,0,249,9.99,30120,807,1,Single-player,2000000-5000000,Winter,Very Positive
2008-01-04,0,101,5.99,1249,99,1,Single-player,200000-500000,Winter,Negative
2008-01-04,0,316,5.99,4361,316,1,Single-player,500000-1000000,Winter,Very Positive
2008-01-04,0,175,5.99,2678,175,1,Single-player,500000-1000000,Winter,Very Positive
2008-01-04,0,7,0.0,229,7,1,Single-player,500000-1000000,Winter,Very Positive
2008-01-04,0,4,0.0,201,3,1,Single-player,500000-1000000,Winter,Very Positive
2008-10-21,0,225,9.99,10268,319,1,Single-player;Partial Controller Support,1000000-2000000,Fall,Positive
2008-12-02,0,634,19.99,54166,1255,1,Single-player;Multi-player;Partial Controller Support,2000000-5000000,Winter,Negative
2010-04-12,0,112,14.99,8746,508,1,Single-player;Multi-player,2000000-5000000,Spring,Positive
2008-01-18,0,0,6.99,71,0,1,Single-player,20000-50000,Winter,Positive
2008-07-09,0,404,6.99,1808,337,1,Single-player,200000-500000,Summer,Positive
2008-02-13,0,0,6.99,315,0,1,Single-player,100000-200000,Winter,Positive
2008-06-27,0,0,6.99,73,0,1,Single-player;Steam Trading Cards,20000-50000,Summer,Negative
2008-08-26,0,71,16.99,2361,37,1,Single-player;Multi-player,200000-500000,Summer,Positive
2008-10-24,0,0,10.99,95,0,1,Single-player;Multi-player;Partial Controller Support,0-20000,Fall,Negative
2009-02-10,0,0,10.99,53,0,1,Single-player;Multi-player,0-20000,Winter,Very Negative
2009-02-23,0,2,3.99,100,2,1,Single-player,0-20000,Winter,Very Negative
2009-06-16,0,0,10.99,40,0,1,Single-player,20000-50000,Summer,Negative
2009-06-16,0,0,10.99,20,0,1,Single-player,20000-50000,Summer,Negative
2009-06-16,0,0,3.99,161,0,1,Single-player;Multi-player,20000-50000,Summer,Negative
2009-06-16,0,203,2.99,269,203,1,Single-player,50000-100000,Summer,Negative
2009-12-03,0,0,6.99,153,0,1,Single-player,20000-50000,Winter,Negative
2008-01-29,0,52,6.99,641,52,1,Single-player;Multi-player;Steam Cloud,100000-200000,Winter,Very Positive
2008-01-29,0,0,6.99,107,0,1,Single-player,20000-50000,Winter,Very Negative
2008-01-29,0,0,6.99,356,0,1,Single-player,50000-100000,Winter,Negative
2008-01-29,0,0,4.99,38,0,1,Single-player,20000-50000,Winter,Positive
2008-07-29,0,0,5.99,27,0,1,Single-player,20000-50000,Summer,Positive
2008-07-29,0,0,4.99,41,0,1,Single-player,20000-50000,Summer,Very Negative
2008-07-29,0,0,4.99,49,0,1,Single-player;Multi-player,20000-50000,Summer,Negative
2008-07-29,0,0,4.99,37,0,1,Single-player,20000-50000,Summer,Very Negative
2009-03-09,0,0,6.99,310,0,1,Single-player,100000-200000,Spring,Positive
2009-07-17,0,0,4.99,20,0,1,Single-player,0-20000,Summer,Positive
2009-11-12,0,256,6.99,1021,446,1,Single-player;Partial Controller Support,500000-1000000,Fall,Very Positive
2009-01-07,0,147,4.99,543,88,1,Single-player;Full controller support,200000-500000,Winter,Negative
2009-05-22,0,0,6.99,314,0,1,Single-player;Multi-player;Co-op,50000-100000,Spring,Negative
2009-06-24,0,119,6.99,2422,197,1,Single-player,1000000-2000000,Summer,Very Positive
2009-10-08,0,417,6.99,1604,413,1,Single-player;Partial Controller Support,500000-1000000,Fall,Negative
2008-03-21,52,121,3.99,52,121,1,Single-player;Multi-player;Steam Achievements,0-20000,Spring,Very Positive
2009-06-17,71,13,0.0,2238,12,1,Single-player;Multi-player;Steam Achievements;Steam Cloud,500000-1000000,Summer,Negative
2008-03-17,0,682,8.99,340,682,1,Single-player,200000-500000,Spring,Positive
2009-03-05,57,239,13.99,2692,542,1,Single-player;Multi-player;Co-op;Steam Achievements,500000-1000000,Spring,Very Positive
2004-03-17,0,496,8.99,2277,414,1,Single-player;Multi-player;Steam Trading Cards,200000-500000,Spring,Very Positive
2008-03-17,0,924,5.99,2199,565,1,Single-player;Multi-player,200000-500000,Spring,Very Positive
2008-03-17,0,41,5.99,1360,67,1,Single-player;Multi-player,500000-1000000,Spring,Very Positive
2009-08-27,0,312,8.59,758,307,1,Single-player,200000-500000,Summer,Very Positive
2008-04-01,0,229,8.59,3708,126,1,Single-player,500000-1000000,Spring,Positive
2009-08-27,0,205,8.59,474,205,1,Single-player;Partial Controller Support,200000-500000,Summer,Positive
2008-04-09,0,0,8.59,477,0,1,Single-player;Multi-player,200000-500000,Spring,Positive
2008-04-01,0,28,4.29,1047,28,1,Single-player,200000-500000,Spring,Very Positive
2009-08-27,0,22,8.59,1917,22,1,Single-player,200000-500000,Summer,Very Positive
2009-02-13,0,0,8.59,810,0,1,Single-player,200000-500000,Winter,Negative
2009-08-27,0,167,8.59,953,167,1,Single-player,200000-500000,Summer,Very Positive
2008-07-15,0,2,4.29,36,2,1,Single-player;Multi-player,100000-200000,Summer,Very Positive
2009-08-27,0,20,4.29,159,20,1,Single-player;Multi-player,100000-200000,Summer,Negative
2008-06-13,0,29,4.29,319,29,1,Single-player,20000-50000,Summer,Positive
2008-04-09,0,476,8.59,6905,360,1,Single-player;Partial Controller Support,500000-1000000,Spring,Positive
2008-04-16,0,1936,8.59,3038,1349,1,Single-player;Multi-player;Co-op,500000-1000000,Spring,Positive
2008-05-13,0,448,4.29,2009,355,1,Single-player,200000-500000,Spring,Very Positive
2009-08-27,0,0,4.29,114,0,1,Single-player,0-20000,Summer,Negative
2008-05-13,0,396,8.59,1441,396,1,Single-player,200000-500000,Spring,Very Positive
2008-05-13,0,69,4.29,724,69,1,Single-player,100000-200000,Spring,Very Positive
2009-08-27,0,134,8.59,362,134,1,Single-player;Multi-player,50000-100000,Summer,Negative
2008-06-13,0,0,4.29,798,0,1,Single-player;Multi-player;Co-op,100000-200000,Summer,Very Positive
2009-08-27,0,0,4.29,94,0,1,Single-player;Multi-player,50000-100000,Summer,Positive
2008-05-13,0,0,4.29,312,0,1,Single-player,20000-50000,Spring,Very Positive
2008-07-15,0,476,8.59,581,476,1,Single-player;Co-op,100000-200000,Summer,Very Positive
2008-06-13,0,1812,8.69,1472,1812,1,Single-player;Multi-player;Steam Cloud;Includes level editor,200000-500000,Summer,Very Positive
2008-10-10,0,6679,8.59,825,6679,1,Single-player,200000-500000,Fall,Very Positive
2008-10-10,0,19,8.59,105,19,1,Single-player,200000-500000,Fall,Positive
2008-10-08,0,346,8.59,921,346,1,Single-player,100000-200000,Fall,Very Positive
2009-01-23,25,0,5.79,110,0,1,Single-player;Steam Achievements,20000-50000,Winter,Positive
2008-07-17,11,0,6.99,537,0,1,Single-player;Steam Achievements;Partial Controller Support,100000-200000,Summer,Positive
2009-09-03,7,151,6.99,650,151,1,Single-player;Steam Achievements;Steam Leaderboards,100000-200000,Fall,Positive
2011-11-23,10,136,6.99,999,136,1,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,200000-500000,Fall,Positive
2009-02-18,73,293,14.99,6381,628,1,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,2000000-5000000,Winter,Very Positive
2008-08-28,0,217,1.99,3181,387,1,Single-player;Steam Trading Cards,2000000-5000000,Summer,Very Positive
2008-08-28,0,67,1.99,854,67,1,Single-player,200000-500000,Summer,Very Positive
2010-12-20,38,3,3.99,592,3,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,200000-500000,Winter,Positive
2010-12-20,36,98,6.99,898,98,1,Single-player;Steam Achievements,200000-500000,Winter,Positive
2008-06-30,9,0,5.99,2,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Negative
2008-06-10,0,0,6.99,121,0,1,Single-player,20000-50000,Summer,Positive
2008-06-10,0,0,5.99,9,0,1,Single-player,0-20000,Summer,Negative
2008-06-10,0,0,5.99,21,0,1,Single-player,20000-50000,Summer,Very Negative
2008-06-10,0,102,5.99,66,102,1,Single-player,20000-50000,Summer,Positive
2008-06-10,0,0,5.99,108,0,1,Single-player,20000-50000,Summer,Negative
2008-06-10,0,0,5.99,43,0,1,Single-player,0-20000,Summer,Negative
2008-07-29,0,0,6.99,49,0,1,Single-player,0-20000,Summer,Negative
2008-10-31,0,0,5.99,53,0,1,Single-player,20000-50000,Fall,Negative
2008-11-14,0,0,6.99,78,0,1,Single-player,20000-50000,Fall,Positive
2008-12-15,0,0,5.99,43,0,1,Single-player,0-20000,Winter,Negative
2009-04-29,0,0,5.99,51,0,1,Single-player,20000-50000,Spring,Negative
2008-05-12,0,0,5.99,27,0,1,Single-player,0-20000,Spring,Positive
2008-05-12,0,0,5.99,14,0,1,Single-player,0-20000,Spring,Positive
2008-05-12,0,0,5.99,53,0,1,Single-player,0-20000,Spring,Very Positive
2008-05-12,0,0,5.99,43,0,1,Single-player,0-20000,Spring,Positive
2008-05-28,0,0,5.99,39,0,1,Single-player,0-20000,Spring,Positive
2009-05-06,0,0,7.49,27,0,1,Single-player,0-20000,Spring,Positive
2009-02-12,0,367,9.99,3783,301,1,Single-player;Multi-player,1000000-2000000,Winter,Very Positive
2008-05-22,12,0,1.99,11,0,1,Single-player;Steam Achievements,0-20000,Spring,Very Positive
2008-05-28,25,382,5.99,202,382,1,Single-player;Multi-player;Steam Achievements,50000-100000,Spring,Positive
2009-01-29,0,0,16.99,34,0,1,Single-player,0-20000,Winter,Negative
2008-07-01,0,265,0.79,418,264,1,Single-player,100000-200000,Summer,Positive
2009-05-01,0,10,1.69,2051,9,1,Single-player;Partial Controller Support,200000-500000,Spring,Negative
2008-12-01,0,90,1.69,2095,90,1,Single-player,200000-500000,Winter,Negative
2008-09-23,0,1,9.99,425,1,1,Single-player;Multi-player,1000000-2000000,Fall,Positive
2018-08-14,0,0,15.49,742,0,1,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support,20000-50000,Summer,Positive
2012-06-27,0,75,0.0,8208,128,1,Multi-player;Co-op,2000000-5000000,Summer,Positive
2008-07-08,16,0,5.99,218,0,1,Single-player;Steam Achievements,50000-100000,Summer,Positive
2008-09-22,4,0,1.49,67,0,1,Single-player;Steam Achievements,20000-50000,Fall,Positive
2008-09-30,9,0,6.99,151,0,1,Single-player;Steam Achievements,20000-50000,Fall,Positive
2008-11-19,13,0,6.99,21,0,1,Single-player;Steam Achievements,0-20000,Fall,Positive
2008-09-17,0,105,9.99,7352,313,1,Single-player,1000000-2000000,Fall,Positive
2008-09-17,0,29,7.99,2006,18,1,Single-player,500000-1000000,Fall,Positive
2008-12-19,0,764,14.99,17115,1142,1,Single-player,2000000-5000000,Winter,Very Positive
2009-01-14,0,172,9.99,20221,260,1,Single-player;Full controller support;Partial Controller Support,2000000-5000000,Winter,Very Positive
2008-12-19,0,1046,9.99,3432,916,1,Single-player;Multi-player;Partial Controller Support,200000-500000,Winter,Negative
2008-12-19,0,240,9.99,581,171,1,Single-player,500000-1000000,Winter,Positive
2009-11-05,0,2889,14.99,6675,2061,1,Single-player,500000-1000000,Fall,Very Positive
2008-12-19,0,633,7.99,10773,612,1,Single-player,1000000-2000000,Winter,Very Positive
2009-01-09,0,178,14.99,10185,295,1,Single-player;Full controller support,2000000-5000000,Winter,Very Positive
2009-01-08,0,395,9.99,5245,575,1,Single-player,500000-1000000,Winter,Positive
2008-10-03,106,86,0.0,6181,948,1,Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK,500000-1000000,Fall,Very Positive
2010-02-12,247,197,0.0,4421,117,1,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,500000-1000000,Winter,Very Positive
2011-09-26,58,1184,6.99,2116,971,1,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor,200000-500000,Fall,Positive
2008-07-28,8,1378,0.0,778,701,1,Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK,100000-200000,Summer,Very Positive
2008-05-21,12,7,5.99,436,7,1,Single-player;Steam Achievements,200000-500000,Spring,Very Positive
2008-11-07,12,0,5.99,141,0,1,Single-player;Steam Achievements,200000-500000,Fall,Positive
2010-10-25,12,1008,7.99,574,1008,1,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,100000-200000,Fall,Very Positive
2010-11-30,13,0,7.99,143,0,1,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,50000-100000,Fall,Very Positive
2011-08-31,12,14,9.99,186,14,1,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,100000-200000,Summer,Positive
2012-01-19,30,37,6.99,238,37,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,50000-100000,Winter,Positive
2008-10-20,14,126,3.99,398,126,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,50000-100000,Fall,Positive
2008-06-20,0,66,7.19,205,66,1,Single-player;Steam Trading Cards,100000-200000,Summer,Negative
2008-12-12,0,0,6.99,122,0,1,Single-player,50000-100000,Winter,Positive
2009-04-30,0,0,6.99,76,0,1,Single-player,20000-50000,Spring,Negative
2009-07-29,0,1,3.99,90,1,1,Single-player,20000-50000,Summer,Negative
2008-12-08,87,686,6.99,3420,455,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,500000-1000000,Winter,Very Positive
2009-01-22,21,0,6.99,22,0,1,Single-player;Multi-player;Steam Achievements,0-20000,Winter,Negative
2009-04-02,30,22,6.99,1062,17,1,Single-player;Steam Achievements;Partial Controller Support,200000-500000,Spring,Negative
2010-01-12,45,373,3.99,825,373,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,100000-200000,Winter,Positive
2009-03-02,0,73,17.99,917,58,1,Single-player,100000-200000,Spring,Negative
2010-06-25,12,0,7.99,24,0,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Negative
2010-06-25,16,0,11.99,92,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Positive
2010-06-25,0,0,7.99,14,0,1,Single-player,0-20000,Summer,Very Negative
2008-08-21,27,63,3.99,416,39,1,Single-player;Steam Achievements,100000-200000,Summer,Negative
2012-03-16,11,0,3.99,14,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,0-20000,Spring,Negative
2008-07-31,4,9,2.99,63,9,1,Single-player;Steam Achievements;Partial Controller Support;Includes level editor,0-20000,Summer,Very Negative
2008-10-10,0,164,4.29,356,164,1,Single-player,100000-200000,Fall,Very Positive
2008-09-25,0,61,4.29,882,43,1,Single-player,100000-200000,Fall,Very Positive
2008-10-22,0,229,8.59,7031,257,1,Single-player;Multi-player,1000000-2000000,Fall,Positive
2008-12-10,0,399,8.59,1214,305,1,Single-player,200000-500000,Winter,Positive
2008-10-21,30,0,13.99,16,0,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Negative
2008-09-15,0,779,7.99,6453,716,1,Single-player;Multi-player,500000-1000000,Fall,Very Positive
