,english,required_age,achievements,average_playtime,median_playtime,owners,price,indie,action,adventure,singleplayer,multiplayer,rating,day,month,year
16819,1,0,12,0,0,0-20000,2.09,1,0,1,1,0,very positive,5,10,2017
16820,1,0,11,0,0,0-20000,5.59,0,1,0,1,0,positive,13,10,2017
16821,1,0,3,0,0,0-20000,1.99,1,1,0,1,0,very positive,18,10,2017
16822,1,0,0,0,0,0-20000,3.99,0,0,0,1,0,negative,21,9,2017
16824,1,0,10,0,0,0-20000,0.79,1,0,0,1,0,very positive,3,5,2018
16825,1,0,30,0,0,0-20000,3.99,1,1,0,1,0,very positive,29,5,2018
16826,1,0,15,1,1,0-20000,0.79,1,1,0,1,0,positive,21,9,2017
16827,1,0,0,0,0,0-20000,2.89,0,0,0,1,0,very negative,12,9,2017
16828,1,0,0,0,0,0-20000,4.79,1,1,0,0,1,very positive,9,10,2017
16829,1,0,0,0,0,0-20000,0.79,1,0,1,1,0,very positive,14,9,2017
16831,1,0,0,0,0,0-20000,3.99,1,1,1,1,0,very negative,13,10,2017
16833,1,0,0,0,0,0-20000,5.19,1,1,1,1,0,positive,19,11,2017
16834,1,0,21,0,0,0-20000,2.89,1,0,1,1,0,negative,4,9,2017
16835,0,0,11,0,0,0-20000,1.95,1,1,1,1,0,very negative,9,11,2017
16837,1,0,34,0,0,0-20000,0.79,1,0,0,1,0,very positive,9,10,2017
16838,1,0,13,0,0,0-20000,13.49,1,1,1,1,0,very positive,17,1,2019
16839,1,0,1,0,0,0-20000,0.79,1,0,0,0,1,negative,11,10,2017
16840,1,0,21,0,0,0-20000,10.29,1,0,1,1,0,very positive,10,1,2018
16841,1,0,0,0,0,0-20000,0.0,0,0,1,1,0,very positive,3,11,2017
16843,1,0,38,0,0,0-20000,1.69,1,0,0,1,0,very positive,6,9,2017
16844,1,0,0,0,0,20000-50000,0.79,1,0,0,1,0,negative,4,9,2017
16845,1,0,7,0,0,0-20000,14.99,0,0,0,1,0,positive,18,10,2018
16846,1,0,28,0,0,0-20000,11.39,0,0,1,1,0,very positive,16,11,2017
16847,1,0,0,0,0,0-20000,2.79,0,1,0,1,0,positive,7,9,2017
16848,1,0,10,0,0,0-20000,0.79,1,1,0,1,0,negative,8,9,2017
16849,1,0,3,0,0,0-20000,6.99,0,0,0,1,0,very positive,14,11,2018
16850,1,0,28,0,0,0-20000,6.99,0,0,0,1,0,positive,6,10,2017
16852,1,0,30,31,31,0-20000,5.79,1,0,0,1,0,very positive,8,11,2018
16853,1,0,0,0,0,0-20000,3.99,1,0,0,1,0,very positive,12,9,2017
16854,1,0,19,0,0,0-20000,0.79,1,0,0,1,0,positive,27,9,2017
16855,1,0,0,0,0,0-20000,1.59,1,0,0,1,0,negative,19,9,2017
16856,1,0,10,0,0,0-20000,1.59,1,1,0,1,0,negative,8,9,2017
16857,1,0,0,77,77,50000-100000,0.0,0,1,1,0,1,negative,12,1,2018
16858,1,0,11,0,0,0-20000,0.79,1,1,0,1,0,very negative,4,9,2017
16859,1,0,0,0,0,0-20000,7.12,1,1,0,0,1,very positive,20,11,2017
16860,1,0,14,0,0,0-20000,6.99,1,1,1,1,0,very positive,24,7,2018
16861,1,0,8,0,0,20000-50000,0.0,0,0,0,1,0,very positive,13,10,2017
16862,1,0,16,0,0,0-20000,0.79,1,1,0,1,0,positive,5,2,2018
16863,1,0,29,216,46,2000000-5000000,0.0,0,1,0,0,1,very positive,29,12,2017
16864,1,0,30,0,0,0-20000,3.99,1,1,0,1,0,very positive,8,9,2017
16865,1,0,4,0,0,0-20000,1.59,1,1,1,1,0,positive,15,9,2017
16866,1,0,0,0,0,0-20000,1.69,1,1,0,1,1,very positive,13,8,2018
16867,1,0,10,0,0,0-20000,3.99,1,1,1,1,0,very positive,15,9,2017
16868,1,0,0,187,187,20000-50000,1.59,1,0,1,1,0,positive,28,3,2018
16869,1,0,20,0,0,50000-100000,0.0,0,1,0,0,1,very positive,29,9,2017
16870,1,0,0,0,0,0-20000,2.89,1,0,0,1,0,very positive,12,10,2017
16871,0,0,19,0,0,0-20000,1.59,0,0,1,1,0,very positive,3,9,2017
16872,1,0,32,0,0,0-20000,14.99,1,1,1,1,0,very positive,29,5,2018
16873,1,0,0,0,0,0-20000,6.99,1,1,1,1,0,very positive,13,12,2017
16874,1,0,5,0,0,0-20000,10.99,1,1,0,1,0,negative,13,10,2017
16875,1,0,34,0,0,20000-50000,0.0,1,0,0,0,1,positive,24,10,2018
16876,1,0,0,0,0,0-20000,0.0,1,1,1,1,1,very positive,3,4,2018
16877,1,0,23,0,0,0-20000,5.19,1,1,0,1,0,very negative,8,10,2017
16878,1,0,0,0,0,0-20000,5.79,1,0,1,1,0,very positive,25,10,2017
16879,1,0,0,0,0,0-20000,7.19,0,1,1,1,0,very positive,7,11,2017
16880,1,0,38,0,0,20000-50000,0.79,1,0,0,1,0,positive,15,9,2017
16881,1,0,0,0,0,0-20000,3.99,0,1,1,1,0,very positive,11,12,2017
16882,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,positive,14,9,2017
16883,1,0,22,0,0,0-20000,0.79,1,1,0,0,1,positive,29,3,2018
16885,1,0,20,0,0,0-20000,1.69,1,0,1,1,0,very positive,16,10,2017
16886,1,0,0,0,0,0-20000,6.99,1,0,1,1,0,very positive,8,9,2017
16887,1,0,0,0,0,0-20000,2.79,0,0,0,1,0,very positive,14,9,2017
16888,1,0,12,0,0,0-20000,1.59,1,0,0,1,0,very positive,26,9,2017
16889,1,0,0,0,0,0-20000,2.79,0,0,0,1,0,negative,14,9,2017
16890,1,0,0,0,0,0-20000,7.99,0,1,0,1,0,positive,14,11,2017
16891,1,0,0,0,0,0-20000,0.0,0,0,0,0,1,very positive,27,9,2017
16893,1,0,0,0,0,0-20000,6.99,1,1,0,1,1,very positive,20,9,2017
16894,1,0,0,0,0,0-20000,0.0,0,0,0,1,0,positive,6,9,2017
16896,1,0,26,0,0,0-20000,11.39,0,0,0,1,1,positive,12,11,2017
16897,1,0,20,0,0,0-20000,4.79,1,0,0,1,0,very positive,25,10,2017
16898,1,0,0,0,0,0-20000,5.19,1,1,0,1,0,positive,1,12,2017
16899,1,0,0,0,0,0-20000,3.99,1,1,0,1,0,very positive,24,4,2018
16900,1,0,0,0,0,0-20000,6.99,0,0,1,1,0,very positive,7,9,2017
16901,1,0,37,0,0,0-20000,0.0,1,0,0,1,1,very positive,8,12,2017
16902,1,0,0,0,0,0-20000,3.99,1,0,0,1,1,positive,6,9,2017
16903,1,0,5,0,0,0-20000,0.79,1,1,0,1,0,very positive,11,9,2017
16904,1,0,8,0,0,0-20000,2.89,1,1,1,1,0,positive,6,11,2017
16905,1,0,0,0,0,0-20000,1.59,0,1,0,1,0,positive,21,9,2017
16906,0,0,0,0,0,0-20000,2.09,1,0,1,1,0,very negative,13,10,2017
16908,1,0,7,0,0,0-20000,3.99,1,0,1,1,0,very positive,24,11,2017
16909,1,0,19,0,0,0-20000,2.79,1,1,1,1,0,positive,21,12,2017
16910,1,0,27,0,0,0-20000,0.79,0,1,0,1,0,very positive,5,4,2018
16911,1,0,0,0,0,0-20000,2.09,1,1,0,1,0,very positive,21,12,2017
16912,1,0,24,0,0,0-20000,3.99,1,1,0,1,0,very positive,3,4,2018
16913,1,0,18,0,0,0-20000,1.99,1,0,1,1,0,very positive,14,9,2017
16914,1,0,0,0,0,0-20000,5.59,1,1,0,1,0,very positive,19,12,2017
16915,1,0,7,0,0,0-20000,1.69,1,0,0,1,0,very positive,30,11,2018
16916,1,0,8,0,0,0-20000,7.19,1,1,0,1,0,very positive,4,10,2017
16917,1,0,0,0,0,50000-100000,0.0,0,0,1,1,0,very positive,5,10,2017
16918,1,0,16,0,0,0-20000,2.09,1,0,0,1,0,very positive,2,10,2017
16919,0,0,13,0,0,0-20000,5.59,1,0,1,1,0,very positive,13,9,2017
16920,1,0,0,0,0,0-20000,2.79,1,1,0,1,1,very positive,21,11,2017
16921,1,0,0,0,0,0-20000,11.39,1,0,0,1,0,very positive,19,9,2018
16922,1,0,0,0,0,0-20000,1.69,1,0,1,1,1,positive,27,9,2017
16923,1,0,0,0,0,0-20000,1.99,1,0,1,1,0,very positive,11,9,2017
16924,1,0,0,0,0,0-20000,4.79,1,0,1,1,0,positive,12,9,2017
16925,1,0,0,0,0,0-20000,3.99,0,1,0,1,0,very positive,3,5,2018
16926,1,0,11,0,0,0-20000,4.99,1,0,0,1,0,positive,21,9,2017
16927,1,0,20,109,109,0-20000,7.19,0,1,0,1,1,very positive,17,11,2017
16928,1,0,18,0,0,0-20000,7.99,0,1,0,1,1,positive,3,4,2018
16929,1,0,3,0,0,0-20000,2.09,1,1,0,1,0,positive,19,9,2017
16930,1,0,0,0,0,0-20000,0.0,1,1,1,1,0,positive,25,4,2018
16933,1,0,0,0,0,0-20000,3.1,0,0,1,1,0,positive,21,9,2017
16934,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,positive,22,9,2017
16935,1,0,0,0,0,0-20000,1.69,0,1,0,1,0,very positive,11,10,2017
16936,1,0,30,0,0,0-20000,3.99,0,0,0,1,0,very positive,22,9,2017
16937,1,0,15,0,0,0-20000,7.19,1,0,0,1,0,positive,18,10,2017
16939,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,very positive,14,12,2018
16940,1,0,0,0,0,0-20000,6.99,1,1,0,1,1,positive,10,9,2017
16941,1,0,0,0,0,0-20000,3.99,0,0,0,1,1,positive,22,11,2017
16942,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,negative,18,9,2017
16943,1,0,20,0,0,50000-100000,10.29,1,0,1,1,0,very positive,28,8,2018
16945,1,0,1,0,0,0-20000,0.79,0,0,0,1,0,very positive,13,6,2018
16946,1,0,29,7,12,200000-500000,0.0,1,1,0,1,0,very positive,6,3,2018
16947,1,0,14,0,0,0-20000,2.89,0,0,0,1,0,very positive,6,11,2017
16950,1,0,41,0,0,0-20000,5.99,1,0,1,1,0,very positive,4,4,2018
16951,1,0,0,0,0,0-20000,1.69,0,0,0,1,0,very positive,15,9,2017
16952,1,0,0,0,0,0-20000,0.0,0,0,0,1,0,very positive,19,2,2018
16953,1,0,21,0,0,0-20000,2.89,1,0,1,1,0,negative,8,9,2017
16954,1,0,28,0,0,0-20000,3.99,0,0,0,1,0,very positive,10,10,2017
16955,1,0,0,0,0,0-20000,0.0,0,0,0,0,0,positive,25,12,2018
16956,1,0,0,0,0,0-20000,0.79,1,1,0,1,0,positive,12,9,2017
16957,1,0,0,0,0,0-20000,0.0,1,0,0,0,1,positive,8,9,2017
16958,1,0,21,0,0,0-20000,0.79,1,1,0,1,0,positive,6,4,2018
16959,1,18,0,0,0,0-20000,3.99,0,1,0,1,0,positive,22,11,2017
16961,1,0,0,0,0,0-20000,1.99,1,1,0,1,0,very negative,4,9,2017
16962,1,0,24,0,0,0-20000,1.69,1,0,0,1,0,positive,22,9,2017
16963,1,0,10,0,0,0-20000,0.79,1,1,0,1,0,very positive,3,10,2017
16964,1,0,0,0,0,0-20000,3.99,1,1,0,1,0,positive,12,9,2017
16965,1,0,0,0,0,0-20000,2.07,1,0,0,1,0,positive,21,10,2017
16966,1,0,0,0,0,50000-100000,0.0,1,1,0,1,1,positive,24,9,2018
16967,1,0,0,0,0,0-20000,4.69,0,1,0,1,0,positive,20,12,2017
16968,1,0,0,0,0,0-20000,7.99,0,1,0,1,0,very positive,20,12,2017
16969,1,0,0,0,0,0-20000,1.69,1,1,0,1,0,positive,13,2,2018
16970,1,0,20,0,0,0-20000,7.19,1,1,0,1,0,positive,22,3,2018
16971,1,0,0,0,0,20000-50000,0.0,0,0,0,1,0,positive,15,9,2017
16972,1,0,10,0,0,0-20000,6.99,1,1,0,1,0,very positive,15,9,2017
16973,1,0,0,0,0,0-20000,7.19,1,1,0,1,0,positive,22,12,2017
16974,1,0,1,0,0,0-20000,4.99,1,1,0,1,0,positive,8,9,2017
16975,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,very positive,23,10,2017
16976,1,0,50,0,0,20000-50000,7.19,1,1,1,1,0,positive,26,11,2018
16977,1,0,20,0,0,0-20000,3.99,1,1,0,1,0,very positive,25,10,2017
16978,1,0,9,0,0,0-20000,0.79,1,1,1,1,0,very positive,8,12,2017
16979,1,0,17,136,262,100000-200000,7.19,1,0,1,1,0,very positive,2,11,2017
16980,1,0,17,0,0,0-20000,6.99,1,1,0,1,0,very positive,13,9,2017
16982,1,0,5,0,0,0-20000,0.79,1,0,0,1,0,very negative,20,9,2017
16983,1,0,16,0,0,0-20000,0.0,1,1,0,1,0,positive,15,9,2017
16984,1,0,0,0,0,0-20000,1.69,1,0,0,1,0,very positive,6,12,2017
16985,1,0,0,0,0,0-20000,2.79,1,1,0,0,1,very negative,15,9,2017
16986,1,0,17,0,0,0-20000,7.19,1,1,1,1,0,very positive,15,5,2018
16988,1,0,13,0,0,0-20000,11.39,1,1,0,1,1,very positive,6,11,2018
16989,1,0,36,0,0,20000-50000,0.79,1,0,0,1,0,negative,25,10,2017
16990,1,0,0,2,2,50000-100000,0.0,0,1,0,0,1,positive,8,9,2017
16991,1,0,46,14,14,100000-200000,0.0,0,1,1,1,1,positive,15,12,2017
16992,1,0,0,0,0,20000-50000,0.0,0,0,1,1,0,positive,4,12,2017
16993,1,0,0,0,0,0-20000,11.39,1,0,1,1,0,very positive,6,12,2017
16995,1,0,17,3,3,50000-100000,0.0,1,0,0,1,0,positive,2,10,2017
16996,1,0,0,0,0,0-20000,5.79,1,1,0,0,1,very positive,13,9,2017
16997,1,7,0,0,0,0-20000,0.0,0,1,0,1,1,positive,15,12,2017
17000,1,0,0,0,0,50000-100000,1.69,0,1,1,1,0,positive,6,9,2017
17003,1,0,0,0,0,0-20000,14.99,0,0,0,1,0,very positive,9,2,2018
17004,1,0,6,0,0,0-20000,2.89,1,1,0,1,0,positive,13,10,2017
17005,1,0,29,0,0,0-20000,2.79,0,1,0,1,0,positive,29,9,2017
17006,1,0,9,0,0,0-20000,14.99,0,1,1,1,0,very positive,17,5,2018
17007,1,0,0,0,0,0-20000,1.59,1,0,1,1,0,negative,11,9,2017
17008,1,0,0,0,0,0-20000,3.99,0,1,0,1,1,positive,18,4,2019
17009,1,0,13,0,0,0-20000,0.79,1,0,0,1,0,very positive,12,9,2017
17011,1,0,5,1,1,0-20000,0.79,1,0,0,1,0,negative,20,9,2017
17013,1,0,0,0,0,0-20000,1.59,1,0,0,1,1,very positive,14,9,2017
17014,1,0,5,1,1,0-20000,0.79,1,0,0,1,0,very negative,20,9,2017
17015,1,0,5,1,1,0-20000,0.79,1,0,0,1,0,negative,20,9,2017
17018,1,0,11,0,0,0-20000,1.69,1,0,1,1,0,very positive,9,10,2017
17019,1,0,29,0,0,0-20000,7.19,1,0,1,1,0,very positive,3,5,2018
17020,1,18,10,0,0,0-20000,7.99,1,0,0,1,0,very positive,5,9,2017
17021,1,0,9,0,0,20000-50000,3.99,1,0,1,1,0,positive,25,9,2017
17022,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,very positive,14,9,2017
17023,1,0,0,0,0,0-20000,5.59,1,1,1,1,0,negative,12,9,2017
17024,1,0,17,0,0,0-20000,2.89,1,1,0,1,0,very positive,30,11,2017
17026,1,0,22,0,0,0-20000,6.99,1,1,0,1,0,very positive,27,9,2017
17028,1,0,14,0,0,0-20000,0.79,1,0,1,1,0,very positive,17,4,2018
17029,1,0,26,0,0,0-20000,11.39,0,1,0,1,1,positive,21,2,2019
17030,1,0,0,0,0,0-20000,6.99,0,1,0,1,0,very positive,8,12,2017
17031,1,0,4,0,0,0-20000,3.99,1,0,0,1,0,very negative,4,6,2018
17032,1,0,0,0,0,0-20000,1.99,1,1,1,1,0,positive,21,9,2017
17033,1,0,12,0,0,0-20000,2.89,1,1,0,1,0,very positive,14,9,2017
17034,1,0,17,0,0,0-20000,4.99,1,0,0,1,1,very positive,11,10,2017
17035,1,0,19,0,0,0-20000,5.19,0,1,0,1,0,negative,18,10,2018
17036,1,0,0,0,0,0-20000,4.79,1,1,1,1,0,negative,10,11,2017
17037,1,0,12,1,1,0-20000,0.79,1,0,0,1,0,negative,19,9,2017
17039,1,0,0,0,0,0-20000,10.99,1,1,1,1,0,very positive,6,10,2017
17040,1,16,18,127,149,100000-200000,4.99,1,0,1,1,0,very positive,6,11,2017
17041,1,0,0,0,0,0-20000,3.99,1,0,0,1,0,very positive,13,2,2018
17042,1,0,19,0,0,0-20000,0.0,1,1,0,1,1,very positive,30,10,2017
17043,1,0,0,229,243,200000-500000,0.0,1,0,1,1,1,very positive,31,1,2018
17044,1,0,0,0,0,0-20000,1.69,1,1,0,1,0,very negative,25,9,2017
17045,1,0,35,0,0,0-20000,0.79,1,1,0,1,0,very positive,11,12,2017
17046,1,0,28,0,0,0-20000,3.99,1,0,0,1,0,very positive,27,10,2017
17047,1,0,9,0,0,0-20000,4.99,1,0,0,1,0,positive,22,9,2017
17048,1,0,0,0,0,0-20000,7.19,1,1,0,1,0,very positive,6,6,2018
17049,1,0,8,0,0,0-20000,3.99,1,0,1,1,0,very positive,21,1,2019
17050,1,0,0,0,0,0-20000,0.79,1,0,1,1,0,negative,22,9,2017
17051,1,0,0,0,0,0-20000,0.0,1,1,1,1,0,positive,5,2,2018
17052,1,0,8,0,0,0-20000,3.99,1,1,0,1,0,very positive,5,10,2018
17053,1,0,0,0,0,0-20000,1.99,1,0,1,1,0,negative,6,9,2017
17055,1,0,0,0,0,0-20000,0.0,1,1,0,1,1,positive,4,11,2017
17058,1,0,0,0,0,0-20000,0.79,1,1,0,1,0,very positive,22,9,2017
17059,1,0,22,0,0,0-20000,6.99,1,1,1,1,0,very positive,11,10,2017
17060,1,0,35,0,0,0-20000,7.19,1,0,0,1,0,very positive,8,5,2018
17061,1,0,35,0,0,0-20000,3.99,1,1,0,1,1,very positive,16,7,2018
17062,1,0,0,0,0,0-20000,3.99,1,0,1,1,0,very positive,29,11,2017
17063,1,0,0,0,0,0-20000,7.19,1,1,0,1,0,very positive,29,9,2017
17064,1,0,22,0,0,0-20000,10.99,1,1,0,1,0,very positive,27,2,2018
17065,1,0,5,0,0,0-20000,7.19,1,0,0,1,0,positive,27,12,2017
17066,1,0,30,1,1,0-20000,0.79,1,1,0,1,0,very positive,23,1,2018
17068,1,0,22,0,0,0-20000,5.19,1,1,0,1,0,positive,5,7,2018
17069,1,0,2,0,0,0-20000,0.79,0,0,0,1,0,very positive,19,9,2017
17070,1,0,15,0,0,0-20000,3.99,1,1,0,0,1,very positive,26,1,2018
17071,1,0,0,0,0,0-20000,0.0,1,1,0,0,1,positive,29,9,2017
17072,0,0,0,437,437,20000-50000,0.0,1,0,0,0,1,positive,8,1,2018
17073,1,0,0,0,0,0-20000,0.79,1,1,0,1,0,negative,5,10,2017
17074,1,0,0,0,0,0-20000,0.0,0,0,0,1,0,very positive,3,1,2018
17075,1,0,0,0,0,0-20000,5.79,1,0,1,1,0,very positive,20,9,2017
17076,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,very positive,28,11,2017
17077,0,0,0,0,0,0-20000,7.19,0,0,1,1,0,positive,18,10,2017
17078,1,0,0,0,0,0-20000,7.19,1,1,0,0,1,negative,27,10,2017
17080,1,0,12,0,0,0-20000,1.59,1,0,0,1,0,very positive,15,12,2017
17081,1,0,9,0,0,0-20000,5.99,1,0,0,1,0,very positive,14,11,2017
17082,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,positive,17,9,2017
17083,1,0,10,0,0,0-20000,0.79,1,1,0,1,0,very negative,12,10,2017
17084,1,0,0,0,0,0-20000,0.79,1,1,1,1,0,very positive,15,5,2018
17085,1,0,21,0,0,0-20000,0.99,1,1,1,1,0,very positive,2,3,2018
17086,1,0,3,0,0,0-20000,2.79,1,0,0,1,0,very positive,29,9,2017
17089,1,0,9,0,0,0-20000,1.69,1,0,0,1,0,very positive,3,10,2017
17094,1,0,33,0,0,0-20000,5.79,1,1,0,1,0,very positive,8,11,2018
17095,1,0,0,0,0,0-20000,10.99,1,0,0,1,0,very positive,7,8,2018
17096,1,0,3,0,0,0-20000,9.29,1,1,1,1,0,positive,24,7,2018
17097,1,0,0,0,0,0-20000,2.79,1,1,0,1,0,very negative,20,9,2017
17098,1,0,49,0,0,0-20000,3.99,1,0,1,1,0,very positive,21,12,2018
17099,1,0,0,0,0,0-20000,11.39,1,0,1,1,0,negative,11,10,2018
17100,1,0,24,0,0,0-20000,4.99,1,0,0,1,1,positive,1,5,2018
17101,1,0,11,0,0,0-20000,0.79,1,0,0,1,0,very positive,27,9,2017
17102,1,0,27,0,0,0-20000,11.39,1,1,0,0,1,very positive,23,1,2018
17103,1,0,0,0,0,500000-1000000,0.0,1,1,0,0,1,positive,25,4,2019
17104,1,0,2,0,0,0-20000,3.99,1,0,0,0,1,negative,28,9,2017
17105,1,0,51,2951,5759,50000-100000,9.29,1,1,0,0,1,positive,5,4,2018
17107,1,0,0,0,0,0-20000,1.69,0,0,1,1,0,positive,26,12,2017
17108,1,0,0,0,0,0-20000,3.99,1,0,0,1,1,very negative,19,9,2017
17109,1,0,0,0,0,0-20000,0.79,1,0,0,1,0,positive,25,5,2018
17110,1,0,11,0,0,0-20000,1.69,1,1,0,1,0,positive,9,11,2017
17112,1,0,14,0,0,0-20000,1.99,1,1,0,1,0,positive,17,1,2018
17116,1,0,0,0,0,0-20000,5.19,1,1,1,1,0,very positive,15,9,2017
17118,1,0,10,0,0,0-20000,0.79,1,1,0,1,0,very positive,19,9,2017
17119,1,0,0,0,0,0-20000,3.99,1,1,1,1,0,very positive,2,3,2018
17120,1,0,0,0,0,0-20000,5.99,1,0,0,1,0,very positive,3,10,2017
17122,1,0,0,0,0,0-20000,1.59,1,0,1,1,0,positive,17,9,2017
17123,1,0,0,17,19,100000-200000,0.0,1,0,0,0,1,very positive,8,3,2019
17124,1,0,50,0,0,0-20000,3.99,1,1,1,1,0,positive,8,9,2017
17125,1,0,0,0,0,0-20000,1.59,0,0,0,1,0,negative,25,9,2017
17127,1,0,0,0,0,0-20000,1.59,1,0,1,1,0,positive,17,9,2017
17128,1,0,0,0,0,0-20000,4.79,1,0,0,1,0,negative,29,9,2017
17129,1,0,7,0,0,20000-50000,1.69,1,0,1,1,0,positive,29,9,2017
17130,1,0,35,0,0,0-20000,7.19,1,0,1,1,0,positive,25,10,2017
17132,1,0,0,0,0,0-20000,0.0,1,1,0,1,0,positive,9,2,2018
17134,1,0,17,0,0,0-20000,1.99,1,1,0,1,0,very positive,25,9,2017
17135,1,0,23,0,0,0-20000,3.99,0,0,0,1,0,very positive,1,2,2018
17136,0,0,0,0,0,0-20000,1.69,1,0,1,1,0,very positive,20,9,2018
17137,1,0,0,0,0,0-20000,3.99,1,0,0,1,0,positive,11,9,2017
17138,1,0,15,0,0,0-20000,5.19,1,1,0,1,1,very positive,2,11,2017
17139,1,0,0,0,0,0-20000,6.99,0,1,1,1,0,very positive,23,10,2017
17140,1,0,43,0,0,0-20000,1.59,1,0,0,1,0,very positive,19,9,2017
17142,1,0,17,300,300,20000-50000,0.0,1,1,0,1,0,very positive,22,11,2017
17143,1,0,0,0,0,0-20000,0.79,0,1,1,1,0,positive,22,11,2017
17144,1,0,24,0,0,0-20000,1.59,1,0,1,1,0,negative,15,9,2017
17145,1,0,0,0,0,20000-50000,0.79,1,1,1,1,0,positive,19,2,2018
17146,1,0,0,0,0,0-20000,0.79,1,1,1,1,0,negative,19,9,2017
17147,1,0,0,0,0,0-20000,1.59,1,1,0,1,0,negative,27,11,2017
17148,1,0,31,0,0,0-20000,3.99,0,1,1,1,0,very positive,22,11,2017
17149,1,0,0,0,0,0-20000,0.79,0,0,1,1,0,very negative,21,9,2017
17150,1,0,27,0,0,0-20000,1.59,1,0,0,1,0,very positive,28,9,2017
17151,1,0,4,0,0,20000-50000,0.0,1,1,1,1,0,very positive,22,9,2017
17152,1,0,0,0,0,0-20000,3.99,1,1,0,1,0,positive,18,10,2017
17154,1,0,16,0,0,0-20000,3.99,1,0,0,1,1,very positive,17,11,2017
17155,1,0,24,0,0,0-20000,2.79,1,0,1,1,1,positive,16,1,2018
17156,1,0,0,0,0,0-20000,2.79,1,1,0,1,0,positive,20,10,2017
17158,1,0,0,0,0,0-20000,2.89,1,1,0,1,0,positive,28,9,2017
17159,1,0,21,0,0,0-20000,0.79,1,0,0,1,0,very positive,3,10,2017
17160,1,0,0,0,0,0-20000,5.79,1,1,1,1,0,very positive,6,12,2017
17161,1,0,0,0,0,0-20000,2.09,1,1,0,1,0,very positive,30,11,2017
17162,1,0,21,0,0,0-20000,2.89,1,1,0,1,0,very positive,12,10,2017
17164,1,0,38,3,3,0-20000,2.89,1,1,1,1,1,very positive,22,9,2017
17165,1,0,37,0,0,0-20000,7.19,1,0,0,1,0,very positive,12,9,2017
17166,1,0,31,0,0,0-20000,11.39,1,1,1,1,0,very positive,8,12,2017
17167,1,0,0,0,0,0-20000,6.99,0,1,1,1,0,very negative,16,9,2017
17168,1,0,3,0,0,0-20000,14.99,1,0,1,1,0,very negative,5,6,2018
17169,1,0,0,0,0,0-20000,0.0,1,0,1,1,0,very positive,23,1,2018
17170,1,0,31,0,0,0-20000,5.59,1,1,1,1,0,positive,9,3,2018
17171,1,0,9,0,0,20000-50000,3.99,1,0,0,1,0,positive,19,12,2017
17172,1,0,5,2,2,0-20000,0.79,1,1,1,1,0,negative,26,9,2017
17173,1,0,0,0,0,0-20000,0.0,1,0,0,1,0,very positive,23,8,2018
17174,1,0,5,0,0,0-20000,1.99,1,1,1,1,0,very negative,26,9,2017
17175,1,0,0,0,0,0-20000,4.99,1,1,0,1,0,negative,7,2,2018
17176,1,0,8,0,0,0-20000,1.69,1,0,1,1,0,very positive,8,11,2017
17177,1,0,0,0,0,0-20000,7.19,0,0,1,1,0,very positive,25,9,2017
17178,1,0,0,0,0,0-20000,7.19,0,0,1,1,0,very positive,27,9,2017
17179,1,0,0,0,0,0-20000,5.99,1,1,0,1,0,very positive,18,9,2017
17180,1,0,8,0,0,0-20000,0.79,1,1,0,1,0,very positive,28,9,2017
17184,1,0,0,0,0,20000-50000,0.0,1,0,1,1,0,very positive,25,10,2017
17185,1,0,23,0,0,0-20000,2.99,1,0,1,1,0,very positive,11,10,2017
17186,0,0,0,0,0,0-20000,0.79,0,0,0,1,0,very negative,22,9,2017
17187,1,0,0,0,0,0-20000,5.79,1,0,1,1,0,very positive,16,5,2018
17188,1,0,0,0,0,0-20000,5.59,1,1,0,1,0,very positive,30,10,2017
17189,1,0,3,0,0,0-20000,0.79,1,0,0,1,1,very positive,4,10,2017
17190,1,0,4,0,0,0-20000,1.59,1,0,0,1,0,positive,11,9,2017
17191,1,0,26,0,0,0-20000,3.99,1,1,1,1,0,very positive,7,12,2017
17192,1,0,0,0,0,0-20000,1.59,1,0,1,1,0,positive,2,11,2017
17193,1,0,0,0,0,0-20000,2.09,1,0,0,1,0,very positive,25,9,2017
17194,1,0,36,0,0,0-20000,0.79,1,1,1,1,0,positive,20,9,2017
17195,1,0,47,0,0,0-20000,0.79,0,1,0,1,0,very positive,25,9,2017
17196,1,0,22,0,0,0-20000,8.29,1,1,0,1,0,positive,30,7,2018
17198,1,0,21,6,6,0-20000,2.89,1,0,1,1,0,negative,19,9,2017
17199,1,0,34,0,0,0-20000,0.79,1,1,0,1,0,positive,5,10,2017
17200,1,0,0,0,0,0-20000,0.79,1,1,1,1,0,negative,21,9,2017
17201,1,0,0,1,1,0-20000,0.79,1,1,0,0,1,negative,16,10,2017
17203,1,0,0,0,0,0-20000,0.0,0,0,0,1,0,positive,26,9,2017
17204,1,0,5,18,18,0-20000,3.99,1,1,0,1,0,negative,7,3,2018
17205,1,0,20,0,0,0-20000,11.39,1,0,0,1,0,positive,3,9,2018
